Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data,None,,,,,
15851,"=""13:52:50.476""",0xB54D9E2,ch1,Receive,0x0052,Data,Standard,0x08,x| 01 28 ED D1 1D 48 00 78 ,KC Tool:          4th 8 bytes,,,,,
15852,"=""13:52:50.476""",0xB54D9E8,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15853,"=""13:52:50.476""",0xB54DA20,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
15854,"=""13:52:50.476""",0xB54DA37,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 28 E9 D0 1C 48 1D 49 ,KC Tool:          1st 8 bytes,,,,,
15855,"=""13:52:50.476""",0xB54DA43,ch1,Receive,0x0050,Data,Standard,0x08,x| 02 78 22 F0 01 02 02 70 ,KC Tool:          2nd 8 bytes,,,,,
15856,"=""13:52:50.476""",0xB54DA4E,ch1,Receive,0x0051,Data,Standard,0x08,x| 0A 78 1B 48 22 F0 08 02 ,KC Tool:          3rd 8 bytes,,,,,
15857,"=""13:52:50.476""",0xB54DA59,ch1,Receive,0x0052,Data,Standard,0x08,x| 0A 70 01 78 21 F0 01 01 ,KC Tool:          4th 8 bytes,,,,,
15858,"=""13:52:50.476""",0xB54DA5F,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15859,"=""13:52:50.476""",0xB54DA80,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15860,"=""13:52:50.505""",0xB54DAA7,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
15861,"=""13:52:50.505""",0xB54DAAC,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
15862,"=""13:52:50.505""",0xB54DAB8,ch1,Receive,0x004F,Data,Standard,0x08,x| 01 70 41 78 21 F0 0E 01 ,KC Tool:          1st 8 bytes,,,,,
15863,"=""13:52:50.505""",0xB54DAC2,ch1,Receive,0x0050,Data,Standard,0x08,x| 41 70 D5 E7 3C 00 00 20 ,KC Tool:          2nd 8 bytes,,,,,
15864,"=""13:52:50.505""",0xB54DACC,ch1,Receive,0x0051,Data,Standard,0x08,x| 67 03 00 20 72 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
15865,"=""13:52:50.505""",0xB54DAD7,ch1,Receive,0x0052,Data,Standard,0x08,x| 6D 03 00 20 6C 05 00 20 ,KC Tool:          4th 8 bytes,,,,,
15866,"=""13:52:50.505""",0xB54DADC,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15867,"=""13:52:50.505""",0xB54DAFD,ch1,Receive,0x004F,Data,Standard,0x08,x| 18 04 00 20 14 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
15868,"=""13:52:50.505""",0xB54DB07,ch1,Receive,0x0050,Data,Standard,0x08,x| 68 00 00 20 29 00 00 20 ,KC Tool:          2nd 8 bytes,,,,,
15869,"=""13:52:50.505""",0xB54DB10,ch1,Receive,0x0051,Data,Standard,0x08,x| 00 00 22 42 88 81 22 42 ,KC Tool:          3rd 8 bytes,,,,,
15870,"=""13:52:50.505""",0xB54DB1A,ch1,Receive,0x0052,Data,Standard,0x08,x| A4 01 21 42 00 80 21 42 ,KC Tool:          4th 8 bytes,,,,,
15871,"=""13:52:50.505""",0xB54DB20,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15872,"=""13:52:50.505""",0xB54DB6F,ch1,Receive,0x004F,Data,Standard,0x08,x| B8 00 00 20 40 00 00 20 ,KC Tool:          1st 8 bytes,,,,,
15873,"=""13:52:50.505""",0xB54DB79,ch1,Receive,0x0050,Data,Standard,0x08,x| D0 00 00 20 36 00 00 20 ,KC Tool:          2nd 8 bytes,,,,,
15874,"=""13:52:50.505""",0xB54DB83,ch1,Receive,0x0051,Data,Standard,0x08,x| 42 00 00 20 6A 00 00 20 ,KC Tool:          3rd 8 bytes,,,,,
15875,"=""13:52:50.505""",0xB54DB8D,ch1,Receive,0x0052,Data,Standard,0x08,x| 4C 00 00 20 54 00 00 20 ,KC Tool:          4th 8 bytes,,,,,
15876,"=""13:52:50.505""",0xB54DB93,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15877,"=""13:52:50.505""",0xB54DBAC,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15878,"=""13:52:50.505""",0xB54DBB1,ch1,Receive,0x004F,Data,Standard,0x08,x| A0 01 00 20 00 29 01 88 ,KC Tool:          1st 8 bytes,,,,,
15879,"=""13:52:50.505""",0xB54DBBA,ch1,Receive,0x0050,Data,Standard,0x08,x| 02 D0 41 F0 80 01 01 E0 ,KC Tool:          2nd 8 bytes,,,,,
15880,"=""13:52:50.536""",0xB54DBC4,ch1,Receive,0x0051,Data,Standard,0x08,x| 21 F0 80 01 01 80 70 47 ,KC Tool:          3rd 8 bytes,,,,,
15881,"=""13:52:50.536""",0xB54DBCE,ch1,Receive,0x0052,Data,Standard,0x08,x| C9 43 01 82 70 47 00 29 ,KC Tool:          4th 8 bytes,,,,,
15882,"=""13:52:50.536""",0xB54DBD3,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15883,"=""13:52:50.536""",0xB54DC13,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
15884,"=""13:52:50.536""",0xB54DC20,ch1,Receive,0x004F,Data,Standard,0x08,x| 01 88 02 D0 41 F0 01 01 ,KC Tool:          1st 8 bytes,,,,,
15885,"=""13:52:50.536""",0xB54DC2B,ch1,Receive,0x0050,Data,Standard,0x08,x| 01 E0 21 F0 01 01 01 80 ,KC Tool:          2nd 8 bytes,,,,,
15886,"=""13:52:50.536""",0xB54DC36,ch1,Receive,0x0051,Data,Standard,0x08,x| 70 47 00 29 30 F8 44 1F ,KC Tool:          3rd 8 bytes,,,,,
15887,"=""13:52:50.536""",0xB54DC41,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 D0 41 F4 00 41 01 E0 ,KC Tool:          4th 8 bytes,,,,,
15888,"=""13:52:50.536""",0xB54DC47,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15889,"=""13:52:50.536""",0xB54DC94,ch1,Receive,0x004F,Data,Standard,0x08,x| C1 F3 0E 01 01 80 70 47 ,KC Tool:          1st 8 bytes,,,,,
15890,"=""13:52:50.536""",0xB54DC9D,ch1,Receive,0x0050,Data,Standard,0x08,x| 02 46 00 20 13 8A 92 89 ,KC Tool:          2nd 8 bytes,,,,,
15891,"=""13:52:50.536""",0xB54DCA6,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
15892,"=""13:52:50.536""",0xB54DCAA,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
15893,"=""13:52:50.536""",0xB54DCAF,ch1,Receive,0x0051,Data,Standard,0x08,x| 0B 42 02 EA 01 02 02 D0 ,KC Tool:          3rd 8 bytes,,,,,
15894,"=""13:52:50.536""",0xB54DCB4,ch1,Receive,0x0052,Data,Standard,0x08,x| 00 2A 00 D0 01 20 70 47 ,KC Tool:          4th 8 bytes,,,,,
15895,"=""13:52:50.536""",0xB54DCBA,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15896,"=""13:52:50.536""",0xB54DCD8,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15897,"=""13:52:50.565""",0xB54DD0F,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 2A 82 89 01 D0 0A 43 ,KC Tool:          1st 8 bytes,,,,,
15898,"=""13:52:50.565""",0xB54DD1A,ch1,Receive,0x0050,Data,Standard,0x08,x| 00 E0 8A 43 82 81 70 47 ,KC Tool:          2nd 8 bytes,,,,,
15899,"=""13:52:50.565""",0xB54DD24,ch1,Receive,0x0051,Data,Standard,0x08,x| F0 B5 02 8C 22 F0 01 02 ,KC Tool:          3rd 8 bytes,,,,,
15900,"=""13:52:50.565""",0xB54DD2E,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 84 05 8C 83 88 02 8B ,KC Tool:          4th 8 bytes,,,,,
15901,"=""13:52:50.565""",0xB54DD34,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15902,"=""13:52:50.565""",0xB54DD84,ch1,Receive,0x004F,Data,Standard,0x08,x| 0C 88 22 F0 73 02 25 F0 ,KC Tool:          1st 8 bytes,,,,,
15903,"=""13:52:50.565""",0xB54DD8F,ch1,Receive,0x0050,Data,Standard,0x08,x| 02 06 0D 89 14 43 4A 88 ,KC Tool:          2nd 8 bytes,,,,,
15904,"=""13:52:50.565""",0xB54DD99,ch1,Receive,0x0051,Data,Standard,0x08,x| 12 4F 35 43 2A 43 B8 42 ,KC Tool:          3rd 8 bytes,,,,,
15905,"=""13:52:50.565""",0xB54DDA4,ch1,Receive,0x0052,Data,Standard,0x08,x| 0B D0 11 4D A8 42 08 D0 ,KC Tool:          4th 8 bytes,,,,,
15906,"=""13:52:50.565""",0xB54DDA9,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15907,"=""13:52:50.565""",0xB54DDC6,ch1,Receive,0x004F,Data,Standard,0x08,x| 10 4D A8 42 05 D0 10 4D ,KC Tool:          1st 8 bytes,,,,,
15908,"=""13:52:50.565""",0xB54DDD1,ch1,Receive,0x0050,Data,Standard,0x08,x| A8 42 02 D0 0F 4D A8 42 ,KC Tool:          2nd 8 bytes,,,,,
15909,"=""13:52:50.565""",0xB54DDDB,ch1,Receive,0x0051,Data,Standard,0x08,x| 0D D1 22 F0 08 05 4A 89 ,KC Tool:          3rd 8 bytes,,,,,
15910,"=""13:52:50.565""",0xB54DDE5,ch1,Receive,0x0052,Data,Standard,0x08,x| 23 F4 40 76 2A 43 22 F0 ,KC Tool:          4th 8 bytes,,,,,
15911,"=""13:52:50.565""",0xB54DDEB,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15912,"=""13:52:50.565""",0xB54DE05,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15913,"=""13:52:50.565""",0xB54DE0A,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
15914,"=""13:52:50.565""",0xB54DE0E,ch1,Receive,0x004F,Data,Standard,0x08,x| 04 05 8A 88 CB 89 2A 43 ,KC Tool:          1st 8 bytes,,,,,
15915,"=""13:52:50.565""",0xB54DE13,ch1,Receive,0x0050,Data,Standard,0x08,x| 8D 89 35 43 2B 43 83 80 ,KC Tool:          2nd 8 bytes,,,,,
15916,"=""13:52:50.595""",0xB54DE1C,ch1,Receive,0x0051,Data,Standard,0x08,x| 04 83 C9 88 81 86 02 84 ,KC Tool:          3rd 8 bytes,,,,,
15917,"=""13:52:50.595""",0xB54DE27,ch1,Receive,0x0052,Data,Standard,0x08,x| F0 BD 00 00 00 2C 01 40 ,KC Tool:          4th 8 bytes,,,,,
15918,"=""13:52:50.595""",0xB54DE2D,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15919,"=""13:52:50.595""",0xB54DE55,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 34 01 40 00 40 01 40 ,KC Tool:          1st 8 bytes,,,,,
15920,"=""13:52:50.595""",0xB54DE5E,ch1,Receive,0x0050,Data,Standard,0x08,x| 00 44 01 40 00 48 01 40 ,KC Tool:          2nd 8 bytes,,,,,
15921,"=""13:52:50.595""",0xB54DE68,ch1,Receive,0x0051,Data,Standard,0x08,x| 02 8B 22 F0 08 02 0A 43 ,KC Tool:          3rd 8 bytes,,,,,
15922,"=""13:52:50.595""",0xB54DE72,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 83 70 47 30 B5 02 8C ,KC Tool:          4th 8 bytes,,,,,
15923,"=""13:52:50.595""",0xB54DE77,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15924,"=""13:52:50.595""",0xB54DEA2,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
15925,"=""13:52:50.595""",0xB54DEA7,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
15926,"=""13:52:50.595""",0xB54DEC7,ch1,Receive,0x004F,Data,Standard,0x08,x| 22 F0 10 02 02 84 02 8C ,KC Tool:          1st 8 bytes,,,,,
15927,"=""13:52:50.595""",0xB54DED2,ch1,Receive,0x0050,Data,Standard,0x08,x| 83 88 04 8B 22 F0 20 02 ,KC Tool:          2nd 8 bytes,,,,,
15928,"=""13:52:50.595""",0xB54DEDD,ch1,Receive,0x0051,Data,Standard,0x08,x| 24 F4 E6 45 0C 88 24 06 ,KC Tool:          3rd 8 bytes,,,,,
15929,"=""13:52:50.595""",0xB54DEE7,ch1,Receive,0x0052,Data,Standard,0x08,x| 45 EA 14 44 0D 89 2D 05 ,KC Tool:          4th 8 bytes,,,,,
15930,"=""13:52:50.595""",0xB54DEEC,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15931,"=""13:52:50.595""",0xB54DF31,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15932,"=""13:52:50.595""",0xB54DF3C,ch1,Receive,0x004F,Data,Standard,0x08,x| 42 EA 15 45 4A 88 12 05 ,KC Tool:          1st 8 bytes,,,,,
15933,"=""13:52:50.625""",0xB54DF46,ch1,Receive,0x0050,Data,Standard,0x08,x| 45 EA 12 42 10 4D A8 42 ,KC Tool:          2nd 8 bytes,,,,,
15934,"=""13:52:50.625""",0xB54DF50,ch1,Receive,0x0051,Data,Standard,0x08,x| 02 D0 10 4D A8 42 15 D1 ,KC Tool:          3rd 8 bytes,,,,,
15935,"=""13:52:50.625""",0xB54DF5A,ch1,Receive,0x0052,Data,Standard,0x08,x| 22 F0 80 05 4A 89 23 F4 ,KC Tool:          4th 8 bytes,,,,,
15936,"=""13:52:50.625""",0xB54DF60,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15937,"=""13:52:50.625""",0xB54DFAC,ch1,Receive,0x004F,Data,Standard,0x08,x| 40 63 12 05 45 EA 12 42 ,KC Tool:          1st 8 bytes,,,,,
15938,"=""13:52:50.625""",0xB54DFB7,ch1,Receive,0x0050,Data,Standard,0x08,x| 22 F0 40 05 8A 88 12 05 ,KC Tool:          2nd 8 bytes,,,,,
15939,"=""13:52:50.625""",0xB54DFC2,ch1,Receive,0x0051,Data,Standard,0x08,x| 45 EA 12 42 8D 89 AD 04 ,KC Tool:          3rd 8 bytes,,,,,
15940,"=""13:52:50.625""",0xB54DFCC,ch1,Receive,0x0052,Data,Standard,0x08,x| 43 EA 15 45 CB 89 9B 04 ,KC Tool:          4th 8 bytes,,,,,
15941,"=""13:52:50.625""",0xB54DFD2,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15942,"=""13:52:50.625""",0xB54DFFA,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
15943,"=""13:52:50.625""",0xB54E024,ch1,Receive,0x004F,Data,Standard,0x08,x| 45 EA 13 43 83 80 04 83 ,KC Tool:          1st 8 bytes,,,,,
15944,"=""13:52:50.625""",0xB54E02E,ch1,Receive,0x0050,Data,Standard,0x08,x| C9 88 01 87 02 84 30 BD ,KC Tool:          2nd 8 bytes,,,,,
15945,"=""13:52:50.625""",0xB54E039,ch1,Receive,0x0051,Data,Standard,0x08,x| 00 2C 01 40 00 34 01 40 ,KC Tool:          3rd 8 bytes,,,,,
15946,"=""13:52:50.625""",0xB54E042,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 8B 22 F4 00 62 42 EA ,KC Tool:          4th 8 bytes,,,,,
15947,"=""13:52:50.625""",0xB54E048,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15948,"=""13:52:50.625""",0xB54E05D,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15949,"=""13:52:50.656""",0xB54E09F,ch1,Receive,0x004F,Data,Standard,0x08,x| 01 21 01 83 70 47 00 00 ,KC Tool:          1st 8 bytes,,,,,
15950,"=""13:52:50.656""",0xB54E0A4,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
15951,"=""13:52:50.656""",0xB54E0A8,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
15952,"=""13:52:50.656""",0xB54E0AD,ch1,Receive,0x0050,Data,Standard,0x08,x| 70 B5 02 8C 22 F4 80 72 ,KC Tool:          2nd 8 bytes,,,,,
15953,"=""13:52:50.656""",0xB54E0B4,ch1,Receive,0x0051,Data,Standard,0x08,x| 02 84 02 8C 83 88 84 8B ,KC Tool:          3rd 8 bytes,,,,,
15954,"=""13:52:50.656""",0xB54E0C0,ch1,Receive,0x0052,Data,Standard,0x08,x| 0D 89 22 F4 00 72 2D 06 ,KC Tool:          4th 8 bytes,,,,,
15955,"=""13:52:50.656""",0xB54E0C6,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15956,"=""13:52:50.656""",0xB54E114,ch1,Receive,0x004F,Data,Standard,0x08,x| 42 EA 15 45 4A 88 24 F0 ,KC Tool:          1st 8 bytes,,,,,
15957,"=""13:52:50.656""",0xB54E11B,ch1,Receive,0x04CA,Data,Standard,0x08,x| 05 01 02 01 00 00 00 00 ,Control Panel:    CONTROL_PANEL_UPDATE_COMMAND,,,,,
15958,"=""13:52:50.656""",0xB54E120,ch1,Receive,0x0050,Data,Standard,0x08,x| 73 06 12 06 0C 88 45 EA ,KC Tool:          2nd 8 bytes,,,,,
15959,"=""13:52:50.656""",0xB54E129,ch1,Receive,0x0051,Data,Standard,0x08,x| 12 42 11 4D 34 43 A8 42 ,KC Tool:          3rd 8 bytes,,,,,
15960,"=""13:52:50.656""",0xB54E133,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 D0 10 4D A8 42 15 D1 ,KC Tool:          4th 8 bytes,,,,,
15961,"=""13:52:50.656""",0xB54E139,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15962,"=""13:52:50.656""",0xB54E157,ch1,Receive,0x004F,Data,Standard,0x08,x| 22 F4 00 65 4A 89 23 F4 ,KC Tool:          1st 8 bytes,,,,,
15963,"=""13:52:50.656""",0xB54E162,ch1,Receive,0x0050,Data,Standard,0x08,x| 40 53 12 06 45 EA 12 42 ,KC Tool:          2nd 8 bytes,,,,,
15964,"=""13:52:50.656""",0xB54E16E,ch1,Receive,0x0051,Data,Standard,0x08,x| 22 F4 80 65 8A 88 12 06 ,KC Tool:          3rd 8 bytes,,,,,
15965,"=""13:52:50.656""",0xB54E178,ch1,Receive,0x0052,Data,Standard,0x08,x| 45 EA 12 42 8D 89 2D 05 ,KC Tool:          4th 8 bytes,,,,,
15966,"=""13:52:50.656""",0xB54E17E,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15967,"=""13:52:50.656""",0xB54E189,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15968,"=""13:52:50.685""",0xB54E1D6,ch1,Receive,0x004F,Data,Standard,0x08,x| 43 EA 15 45 CB 89 1B 05 ,KC Tool:          1st 8 bytes,,,,,
15969,"=""13:52:50.685""",0xB54E1E1,ch1,Receive,0x0050,Data,Standard,0x08,x| 45 EA 13 43 83 80 84 83 ,KC Tool:          2nd 8 bytes,,,,,
15970,"=""13:52:50.685""",0xB54E1EB,ch1,Receive,0x0051,Data,Standard,0x08,x| C9 88 81 87 02 84 70 BD ,KC Tool:          3rd 8 bytes,,,,,
15971,"=""13:52:50.685""",0xB54E1F1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
15972,"=""13:52:50.685""",0xB54E1F6,ch1,Receive,0x0052,Data,Standard,0x08,x| 00 2C 01 40 00 34 01 40 ,KC Tool:          4th 8 bytes,,,,,
15973,"=""13:52:50.685""",0xB54E1FB,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15974,"=""13:52:50.685""",0xB54E249,ch1,Receive,0x004F,Data,Standard,0x08,x| 82 8B 22 F0 08 02 0A 43 ,KC Tool:          1st 8 bytes,,,,,
15975,"=""13:52:50.685""",0xB54E253,ch1,Receive,0x0050,Data,Standard,0x08,x| 82 83 70 47 30 B5 02 8C ,KC Tool:          2nd 8 bytes,,,,,
15976,"=""13:52:50.685""",0xB54E25D,ch1,Receive,0x0051,Data,Standard,0x08,x| 22 F4 80 52 02 84 04 8C ,KC Tool:          3rd 8 bytes,,,,,
15977,"=""13:52:50.685""",0xB54E267,ch1,Receive,0x0052,Data,Standard,0x08,x| 82 88 83 8B 23 F4 E6 45 ,KC Tool:          4th 8 bytes,,,,,
15978,"=""13:52:50.685""",0xB54E26D,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15979,"=""13:52:50.685""",0xB54E29C,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
15980,"=""13:52:50.685""",0xB54E2A1,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
15981,"=""13:52:50.685""",0xB54E2B5,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
15982,"=""13:52:50.685""",0xB54E2BE,ch1,Receive,0x004F,Data,Standard,0x08,x| 0B 88 1B 06 45 EA 13 43 ,KC Tool:          1st 8 bytes,,,,,
15983,"=""13:52:50.715""",0xB54E2CC,ch1,Receive,0x0050,Data,Standard,0x08,x| 24 F4 00 55 0C 89 24 07 ,KC Tool:          2nd 8 bytes,,,,,
15984,"=""13:52:50.715""",0xB54E2D7,ch1,Receive,0x0051,Data,Standard,0x08,x| 45 EA 14 44 4D 88 2D 07 ,KC Tool:          3rd 8 bytes,,,,,
15985,"=""13:52:50.715""",0xB54E2E2,ch1,Receive,0x0052,Data,Standard,0x08,x| 44 EA 15 45 09 4C A0 42 ,KC Tool:          4th 8 bytes,,,,,
15986,"=""13:52:50.715""",0xB54E2E7,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15987,"=""13:52:50.715""",0xB54E335,ch1,Receive,0x004F,Data,Standard,0x08,x| 02 D0 09 4C A0 42 05 D1 ,KC Tool:          1st 8 bytes,,,,,
15988,"=""13:52:50.715""",0xB54E33F,ch1,Receive,0x0050,Data,Standard,0x08,x| 22 F4 80 44 8A 89 92 05 ,KC Tool:          2nd 8 bytes,,,,,
15989,"=""13:52:50.715""",0xB54E349,ch1,Receive,0x0051,Data,Standard,0x08,x| 44 EA 12 42 82 80 83 83 ,KC Tool:          3rd 8 bytes,,,,,
15990,"=""13:52:50.715""",0xB54E354,ch1,Receive,0x0052,Data,Standard,0x08,x| C9 88 A0 F8 40 10 05 84 ,KC Tool:          4th 8 bytes,,,,,
15991,"=""13:52:50.715""",0xB54E359,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
15992,"=""13:52:50.715""",0xB54E37C,ch1,Receive,0x004F,Data,Standard,0x08,x| 30 BD 00 00 00 2C 01 40 ,KC Tool:          1st 8 bytes,,,,,
15993,"=""13:52:50.715""",0xB54E386,ch1,Receive,0x0050,Data,Standard,0x08,x| 00 34 01 40 82 8B 22 F4 ,KC Tool:          2nd 8 bytes,,,,,
15994,"=""13:52:50.715""",0xB54E38F,ch1,Receive,0x0051,Data,Standard,0x08,x| 00 62 42 EA 01 21 81 83 ,KC Tool:          3rd 8 bytes,,,,,
15995,"=""13:52:50.715""",0xB54E399,ch1,Receive,0x0052,Data,Standard,0x08,x| 70 47 81 86 70 47 01 87 ,KC Tool:          4th 8 bytes,,,,,
15996,"=""13:52:50.715""",0xB54E39F,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
